age,workclass,fnlwgt,education,educationNum,maritalStatus,relationship,race,sex,capitalGain,capitalLoss,hoursPerWeek,country,earnings
39,1,358837,11,10,0,4,2,0,0,0,40,1,0
20,1,174685,10,9,0,3,1,1,0,0,40,1,0
32,1,168854,10,9,1,1,1,1,0,0,54,1,0
28,1,133696,13,13,0,4,1,1,0,0,65,1,0
23,4,350680,8,12,0,3,1,0,0,0,40,9,0
18,1,115215,10,9,0,3,1,1,0,0,25,1,0
43,2,152958,10,9,1,1,1,1,0,0,35,1,1
29,1,217200,10,9,1,1,1,1,0,0,40,1,0
32,1,235124,11,10,1,1,1,1,0,0,46,8,0
31,5,144949,10,9,2,4,1,1,0,0,40,1,0
60,1,135470,2,3,1,1,1,1,0,0,40,4,0
42,1,281209,11,10,1,1,1,1,0,0,50,1,0
46,1,155489,14,14,1,1,1,1,0,0,50,1,1
38,1,290306,10,9,1,1,1,1,0,0,40,1,1
18,1,182042,6,7,0,3,1,0,0,0,19,1,0
31,1,210008,10,9,0,3,1,0,0,0,40,1,0
54,1,234938,10,9,1,1,1,1,4064,0,55,1,0
46,1,315423,11,10,1,1,1,1,0,2042,50,1,0
27,2,30244,10,9,0,3,1,1,0,0,80,1,0
50,5,30008,13,13,1,1,1,1,0,0,45,1,1
38,2,201328,3,4,1,1,1,1,0,0,56,1,0
36,3,96468,14,14,0,3,1,0,0,0,40,1,0
25,1,486332,10,9,2,0,1,1,0,0,40,4,0
19,1,46162,10,9,0,3,1,1,0,0,25,1,0
60,5,98350,11,10,1,1,3,1,0,0,60,35,0
45,5,175958,4,5,0,3,1,1,0,0,40,1,0
21,1,119309,11,10,0,3,1,1,0,1602,16,1,0
42,1,175935,10,9,2,0,1,1,0,1980,46,1,0
38,1,204527,10,9,1,1,1,1,0,0,50,1,0
22,0,57827,11,10,0,3,1,1,0,0,40,1,0
19,1,418176,10,9,0,0,2,1,0,0,32,1,0
23,1,262744,11,10,0,3,1,1,0,0,40,1,0
24,1,177287,11,10,0,3,1,0,0,0,30,1,0
30,1,255004,8,12,2,0,1,1,0,0,52,1,0
62,1,183735,11,10,1,1,1,1,0,0,40,1,0
26,2,318644,12,15,0,3,1,1,0,0,20,1,0
42,4,132125,13,13,1,1,1,1,0,0,52,1,1
33,1,206051,10,9,1,1,1,1,0,0,40,1,0
54,6,99185,15,16,1,1,1,1,0,0,50,0,1
35,1,225750,13,13,2,4,1,0,0,0,32,1,0
33,1,245777,10,9,2,0,1,1,0,0,40,1,0
45,1,169092,10,9,2,0,1,0,0,0,55,1,0
62,1,211035,13,13,1,2,1,0,0,0,30,1,1
24,1,285432,10,9,0,3,1,1,0,0,40,1,0
50,5,154779,11,10,2,0,2,0,0,0,40,1,0
54,1,37237,13,13,1,1,1,1,0,0,40,1,1
58,1,417419,3,4,2,3,1,1,0,0,40,1,0
39,6,33975,10,9,1,1,1,1,0,0,50,1,0
32,1,42485,10,9,2,4,1,1,0,0,40,1,0
27,1,170017,13,13,1,1,1,1,0,0,40,1,0
27,1,152683,10,9,1,1,1,1,3908,0,35,1,0
20,1,41721,11,10,0,3,1,1,0,0,60,1,0
64,1,66634,3,4,1,1,1,1,0,0,40,1,0
55,6,257216,14,14,6,0,1,0,0,0,40,1,0
46,1,167882,10,9,2,0,1,0,0,0,43,1,0
45,1,179428,11,10,1,1,1,1,0,0,55,1,0
26,1,57512,10,9,0,0,1,1,0,0,40,1,0
36,1,301614,10,9,1,1,1,1,0,0,40,1,0
25,1,193820,13,13,0,0,1,0,0,1876,40,1,0
58,1,222247,5,6,1,1,1,1,0,1887,40,1,1
39,6,189092,13,13,1,1,1,1,0,0,45,1,0
47,1,217509,10,9,6,0,3,0,0,0,45,38,0
35,1,308691,14,14,1,1,1,1,0,0,48,1,0
38,1,169672,10,9,1,1,1,1,0,0,40,1,0
50,1,120914,6,7,1,1,1,1,0,0,40,1,0
36,1,370156,10,9,2,4,1,0,0,0,38,1,0
28,1,398220,2,3,0,5,1,1,0,0,40,4,0
44,2,208277,10,9,1,2,1,0,0,0,45,1,0
40,1,337456,10,9,2,4,1,0,0,0,40,1,0
55,1,172666,11,10,1,1,1,1,0,0,40,1,1
29,2,32280,10,9,0,0,1,1,0,0,45,1,0
33,1,194901,10,9,1,1,1,1,0,0,45,1,0
19,0,57329,11,10,0,3,1,0,0,0,30,7,0
32,1,173730,13,13,1,1,1,1,7688,0,40,1,1
45,5,153312,14,14,1,1,2,1,0,0,10,1,1
23,1,274797,10,9,0,3,1,1,0,0,25,1,0
31,1,359249,9,11,0,3,2,1,0,0,40,1,0
22,1,152744,11,10,0,0,3,0,0,0,40,35,0
59,1,188041,10,9,2,0,2,1,0,0,40,1,0
32,1,97723,11,10,0,0,1,1,0,0,38,1,0
49,3,354529,11,10,0,0,1,0,0,0,40,1,0
22,1,249727,11,10,0,3,1,1,0,0,30,1,0
26,1,189590,11,10,0,0,1,1,0,0,30,1,0
23,3,298871,11,10,1,1,3,1,0,0,40,40,0
55,2,205296,11,10,1,2,1,0,0,0,50,1,0
47,1,303637,10,9,1,1,1,1,0,0,49,1,1
44,1,242861,10,9,1,1,1,1,0,0,40,1,0
27,1,37599,11,10,0,0,1,1,0,0,24,1,0
40,3,199381,14,14,1,2,1,0,15024,0,37,1,1
32,2,56328,13,13,1,2,1,0,0,0,8,1,1
20,1,256211,11,10,0,5,3,1,0,0,40,40,0
84,5,163685,10,9,6,0,1,0,0,0,33,1,0
40,1,266084,11,10,2,5,1,1,0,0,50,1,0
37,1,161111,13,13,0,0,1,0,0,0,40,1,0
44,1,199031,11,10,2,3,1,1,0,1380,40,1,0
47,1,166634,11,10,2,4,1,0,0,0,40,21,0
62,2,204085,11,10,1,1,1,1,0,0,25,1,0
19,0,369527,11,10,0,3,1,0,0,0,40,1,0
47,1,464945,10,9,0,0,1,1,0,0,45,1,0
44,5,174684,10,9,2,4,2,1,0,0,40,1,0
26,5,166295,13,13,1,1,1,1,0,0,41,1,0
36,1,220511,11,10,1,1,1,1,0,0,40,1,0
52,1,246936,6,7,1,1,1,1,0,0,40,1,0
33,1,104509,11,10,2,4,1,0,0,0,40,1,0
48,0,266337,10,9,1,1,1,1,0,0,40,1,0
33,1,252168,10,9,1,1,2,1,0,0,40,1,0
25,1,92093,13,13,1,1,1,1,0,0,20,1,0
62,1,88055,13,13,1,1,1,1,0,0,40,1,0
38,1,129591,11,10,1,1,1,1,0,0,40,1,0
46,1,142719,10,9,3,0,1,1,0,0,65,1,0
18,0,264924,11,10,0,3,1,0,0,0,40,1,0
46,1,128796,13,13,1,1,1,1,0,0,44,1,1
38,1,115336,10,9,2,4,1,0,0,0,70,1,0
52,1,190333,11,10,1,1,1,1,0,0,40,1,1
63,2,179444,3,4,1,1,1,1,0,0,15,1,0
49,1,218676,11,10,1,1,1,1,0,0,43,1,0
17,5,148194,6,7,0,3,1,0,0,0,12,1,0
33,1,184833,10,9,0,0,1,0,0,0,35,1,0
70,2,280639,10,9,6,5,1,0,2329,0,20,1,0
19,1,217769,11,10,0,3,1,0,0,0,15,1,0
27,0,180553,10,9,1,2,1,0,0,0,40,1,1
61,1,56009,11,10,1,1,1,1,0,0,40,1,0
33,1,255334,13,13,1,1,1,1,0,0,25,1,1
46,6,328216,13,13,1,1,1,1,0,1902,42,0,1
29,1,349154,5,6,4,4,1,0,0,0,40,23,0
40,5,24763,11,10,2,4,1,1,6849,0,40,1,0
43,3,41834,10,9,1,1,1,1,0,0,38,1,1
24,1,113466,10,9,0,0,1,1,0,0,40,1,0
29,1,130856,11,10,1,1,1,1,0,0,60,1,0
61,2,268797,10,9,1,2,2,0,0,0,17,1,0
48,1,202117,6,7,2,0,1,0,0,0,34,1,0
19,1,280146,11,10,0,3,1,1,0,0,20,1,0
30,1,70377,11,10,0,0,1,0,0,0,40,1,0
24,1,236696,11,10,0,0,1,1,0,0,30,1,0
39,5,222572,14,14,0,4,1,0,0,0,43,1,0
46,6,110702,11,10,2,4,1,0,2036,0,60,1,0
40,1,96129,10,9,1,1,1,1,0,0,72,1,1
27,5,200492,13,13,0,3,1,0,0,0,40,1,0
25,1,193820,14,14,0,3,1,0,0,0,40,1,0
31,1,454508,6,7,0,0,1,1,0,2001,40,1,0
58,1,220789,13,13,2,0,1,1,0,0,45,1,0
33,1,101345,10,9,1,2,1,0,0,0,42,15,1
40,1,140559,10,9,6,4,1,0,0,0,25,1,0
40,6,64885,14,14,1,1,1,1,0,0,70,1,1
31,1,402361,10,9,1,1,1,1,0,0,40,1,0
33,1,143582,10,9,4,4,3,0,0,0,48,16,0
49,1,185385,8,12,1,1,1,1,0,0,45,1,0
24,1,112706,9,11,0,3,1,1,0,0,40,1,0
46,1,130364,10,9,0,4,1,1,0,0,40,1,0
58,5,147428,14,14,1,1,1,1,0,0,40,1,1
20,1,205895,11,10,0,3,1,0,0,0,20,1,0
65,0,273569,10,9,6,4,1,1,0,0,40,1,0
43,1,153160,11,10,1,2,1,0,0,0,40,1,0
48,2,167918,14,14,1,1,3,1,0,0,50,3,0
41,1,195661,11,10,1,1,1,1,0,0,54,1,0
27,3,146243,11,10,4,0,1,0,0,0,30,1,0
52,0,105428,11,10,1,1,1,1,0,0,12,1,0
26,1,149943,10,9,0,5,3,1,0,0,60,0,0
52,5,246197,10,9,1,1,1,1,0,0,40,1,0
52,5,192563,11,10,2,0,1,0,0,0,38,1,0
19,1,244115,10,9,0,3,2,1,0,0,30,1,0
39,5,98587,11,10,2,3,1,0,0,0,45,1,0
47,1,145886,11,10,2,4,1,0,0,0,40,1,0
27,1,244315,10,9,2,5,0,1,0,0,40,1,0
48,1,192779,11,10,2,0,1,1,0,0,40,1,0
50,1,209464,10,9,4,4,1,0,0,0,35,1,0
60,1,25141,11,10,1,1,1,1,0,0,60,1,0
28,1,405793,8,12,1,1,1,1,0,0,45,1,1
47,4,53498,10,9,2,4,2,0,0,0,40,1,0
69,0,476653,13,13,1,1,1,1,0,0,20,1,0
40,2,162312,10,9,1,1,3,1,0,0,66,5,0
37,1,277022,10,9,0,4,1,0,3887,0,40,32,0
41,3,109762,14,14,0,0,1,1,0,0,40,1,0
38,1,123031,10,9,1,1,3,1,0,0,48,39,0
46,4,119890,9,11,4,0,0,0,0,0,30,1,0
21,2,409230,11,10,0,3,1,1,0,0,30,1,0
44,1,223308,14,14,4,4,1,0,0,0,48,1,0
38,0,129150,5,6,4,3,1,1,0,0,35,1,0
47,2,119199,11,10,1,2,1,0,0,0,35,1,1
42,1,46221,15,16,3,0,1,1,27828,0,60,0,1
42,5,351161,11,10,2,0,1,1,0,0,40,1,0
56,1,174533,13,13,0,0,1,0,0,0,45,1,1
32,1,324386,13,13,0,3,1,1,0,0,40,1,0
24,1,126568,13,13,1,1,1,1,0,0,33,1,0
26,1,275703,11,10,1,1,1,1,0,0,40,1,0
36,2,219611,13,13,0,0,2,0,2174,0,50,1,0
49,1,200471,6,7,0,0,1,1,0,0,60,1,0
65,1,155261,10,9,1,1,1,1,0,0,40,1,1
73,3,74040,3,4,2,0,3,0,0,0,40,1,0
34,1,226296,6,7,1,1,1,1,0,0,40,1,0
22,1,211968,13,13,0,3,1,0,0,0,40,1,0
49,5,126446,11,10,0,4,1,0,0,0,30,1,0
25,1,262885,6,7,0,4,2,0,0,0,32,1,0
39,1,188069,4,5,1,1,1,1,0,0,25,1,0
19,1,113546,6,7,0,0,1,1,0,0,56,1,0
24,1,227070,5,6,1,2,1,0,0,0,40,1,0
34,1,136997,10,9,2,4,1,0,0,0,35,1,0
35,0,119006,10,9,6,3,1,0,0,0,38,1,0
21,1,212407,10,9,0,5,1,1,0,0,40,1,0
43,1,197810,14,14,2,4,1,0,0,0,40,1,0
35,4,35309,13,13,0,0,3,1,0,0,28,0,0
39,1,141802,11,10,2,4,2,0,0,0,40,1,0
48,0,184513,13,13,1,1,1,1,0,0,80,1,1
33,2,124187,8,12,0,0,2,1,0,0,32,1,0
19,1,201743,11,10,0,3,1,0,0,0,26,1,0
17,1,156736,5,6,0,4,1,0,0,0,12,1,0
43,2,47261,11,10,1,1,1,1,0,0,50,1,0
62,1,150693,10,9,6,0,1,0,0,0,42,1,0
53,5,233734,14,14,2,0,2,0,0,0,40,1,1
45,3,35969,14,14,1,1,1,1,0,0,60,1,1
47,1,159550,10,9,2,0,2,0,0,0,40,1,0
30,1,190823,11,10,0,3,2,0,0,0,40,1,0
53,1,213378,10,9,4,0,1,0,0,0,33,1,0
24,1,257500,10,9,4,3,2,0,0,0,40,1,0
41,5,488706,11,10,1,1,1,1,0,0,40,1,0
58,5,239405,2,3,2,5,2,0,0,0,40,24,0
27,4,105189,10,9,2,0,1,1,4865,0,50,1,0
63,3,109735,10,9,2,0,1,0,0,0,38,1,0
50,1,172942,11,10,2,3,1,1,0,0,28,1,0
43,5,209899,14,14,0,0,2,0,8614,0,47,1,1
29,6,87745,11,10,0,0,1,1,0,0,60,1,0
41,1,187881,11,10,1,1,1,1,3942,0,40,1,0
55,1,234125,10,9,1,1,1,1,0,0,40,1,0
36,1,272944,10,9,0,0,1,1,0,0,45,1,0
23,5,129232,10,9,0,3,1,1,0,0,40,1,0
22,1,100345,13,13,0,0,1,1,13550,0,55,1,1
58,2,195835,11,10,2,0,1,1,0,0,45,1,0
25,1,251854,6,7,0,3,2,0,0,0,40,1,0
40,1,103474,10,9,1,2,1,0,0,0,30,1,0
38,1,22042,9,11,0,0,1,0,0,0,39,1,0
37,1,343721,13,13,1,1,1,1,0,0,40,1,1
19,1,232368,11,10,0,3,1,0,0,0,35,1,0
55,1,174478,5,6,0,0,1,1,0,0,29,1,0
55,1,282023,13,13,1,1,1,1,15024,0,50,1,1
28,1,274690,13,13,0,0,1,1,0,0,45,1,0
53,1,251675,10,9,1,1,1,1,0,0,40,12,0
32,0,647882,10,9,1,1,1,1,0,0,40,0,0
60,1,128367,11,10,2,4,1,1,3325,0,42,1,0
32,1,37380,11,10,2,4,1,0,0,0,38,1,0
34,1,173730,10,9,1,1,1,1,0,0,50,1,0
49,1,353824,11,10,2,0,1,1,0,0,45,1,1
21,1,225890,11,10,0,5,1,0,0,0,30,1,0
24,3,147147,13,13,0,0,2,0,0,0,20,1,0
53,1,233780,9,11,2,0,2,0,2202,0,40,1,0
29,1,394927,9,11,1,1,1,1,0,0,40,0,0
34,5,188682,13,13,3,0,1,0,0,0,40,1,0
52,0,115209,12,15,3,4,3,0,0,0,40,40,0
41,1,277192,2,3,1,2,1,0,0,0,40,4,0
21,1,314182,10,9,0,0,1,0,0,0,40,1,0
43,1,220776,14,14,1,1,1,1,0,0,35,1,1
31,5,189269,10,9,0,3,1,1,0,0,40,1,0
38,1,35429,10,9,1,1,1,1,0,2042,40,1,0
42,1,154374,13,13,1,1,1,1,0,2415,60,1,1
62,1,161460,13,13,0,0,1,1,0,0,30,1,0
51,1,251487,3,4,6,0,4,0,0,0,40,1,0
30,1,177531,10,9,0,4,2,0,0,0,25,1,0
24,1,53942,13,13,1,1,1,1,0,0,40,1,0
36,1,113481,10,9,2,0,1,1,0,0,40,1,0
57,1,361324,5,6,1,1,1,1,0,0,40,1,0
46,1,330087,13,13,1,1,1,1,0,0,55,1,1
33,1,276221,15,16,1,1,1,1,0,0,40,1,0
42,1,121055,11,10,0,0,1,1,0,0,45,1,0
62,1,118696,10,9,1,1,1,1,0,0,40,1,0
64,2,289741,11,10,1,1,1,1,0,0,20,1,0
18,1,238401,11,10,0,3,1,0,0,0,25,1,0
43,1,262038,2,3,3,4,1,1,0,0,35,4,0
62,2,26911,3,4,6,0,1,0,0,0,66,1,0
29,1,161155,8,12,1,1,1,1,0,0,50,1,0
43,1,252519,13,13,1,1,2,1,0,0,40,24,1
39,1,43712,10,9,1,1,1,1,7298,0,40,1,1
69,0,167826,13,13,1,1,1,1,0,0,40,1,0
34,1,188900,13,13,1,2,1,0,0,0,40,1,0
44,1,120057,8,12,1,1,1,1,4386,0,45,1,1
25,1,134113,13,13,0,0,1,1,0,0,30,1,0
47,5,165822,11,10,2,4,1,1,0,0,40,1,0
17,1,99161,5,6,0,3,1,1,0,0,8,1,0
41,5,74581,13,13,2,4,1,1,0,0,65,1,0
19,1,304643,11,10,0,3,1,1,0,0,20,1,0
57,1,121821,1,2,1,1,0,1,0,0,40,8,0
25,1,154863,10,9,0,4,2,1,0,0,35,1,0
37,5,365430,11,10,1,1,1,1,0,0,40,15,1
29,1,183111,9,11,1,1,1,1,0,0,40,1,0
32,1,50178,11,10,0,3,1,1,0,0,35,1,0
35,1,186845,12,15,1,1,1,1,0,0,45,1,1
52,1,159908,7,8,0,0,1,1,0,0,40,1,0
41,1,162189,10,9,0,3,1,0,1831,0,40,34,0
29,1,128509,10,9,3,0,1,0,0,0,38,12,0
23,1,143032,14,14,0,3,1,0,0,0,36,1,0
31,1,382368,6,7,1,1,1,1,0,0,40,1,0
40,1,210013,10,9,1,1,1,1,0,0,50,1,0
19,1,293928,10,9,0,3,1,0,0,0,20,1,0
21,1,208503,11,10,0,3,1,1,0,0,10,1,0
37,3,191841,13,13,0,0,1,0,8614,0,40,1,1
49,2,355978,12,15,1,1,1,1,99999,0,35,1,1
64,5,202738,10,9,1,2,1,0,0,0,35,1,0
37,5,144322,9,11,0,0,1,0,0,0,43,1,0
70,2,155141,13,13,1,1,1,1,0,2377,12,1,1
22,1,160120,5,6,0,3,3,1,0,0,30,1,0
29,6,190450,10,9,1,1,3,1,0,0,40,21,0
37,1,212900,10,9,1,1,1,1,0,0,40,1,0
29,1,115677,13,13,0,0,1,1,0,0,40,1,0
38,1,252250,6,7,2,0,1,1,0,0,65,1,0
27,1,212041,10,9,0,0,1,1,0,0,50,1,0
58,3,198145,13,13,1,1,1,1,0,0,35,1,1
60,5,113658,11,10,1,2,1,0,0,0,35,1,0
20,1,32426,11,10,0,0,1,1,0,0,25,1,0
51,1,98791,11,10,1,1,1,1,0,0,40,1,1
37,1,203828,4,5,1,1,1,1,0,0,65,1,0
22,3,186634,7,8,0,0,1,1,0,0,50,1,1
56,2,125147,5,6,1,1,1,1,0,0,60,1,0
26,1,247455,13,13,1,2,1,0,5178,0,42,1,1
19,1,97215,11,10,4,4,1,0,0,0,25,1,0
37,1,330826,9,11,1,2,1,0,0,0,30,1,0
27,1,200802,11,10,0,0,1,0,0,0,40,1,0
27,1,156266,10,9,0,3,4,1,0,0,20,1,0
52,2,72257,11,10,1,1,1,1,0,0,50,1,0
45,1,363087,10,9,4,4,2,0,0,0,40,1,0
28,1,25955,11,10,0,3,4,1,0,0,40,1,0
20,1,334633,10,9,2,0,1,0,0,0,40,1,0
28,1,109162,14,14,0,0,1,0,0,0,50,1,0
44,1,569761,9,11,1,1,2,1,0,0,40,1,0
30,1,209900,13,13,1,1,1,1,0,0,40,1,0
26,3,272986,8,12,0,3,2,0,0,0,8,1,0
55,0,52267,14,14,1,1,1,1,0,0,18,1,0
46,1,82946,10,9,0,0,1,0,0,0,40,1,0
51,1,104651,13,13,1,1,1,1,0,0,50,1,0
25,5,58441,13,13,0,0,1,0,0,0,40,1,0
43,5,269733,10,9,4,0,1,1,0,0,40,1,0
19,0,128453,10,9,0,3,1,0,0,0,28,1,0
36,1,179468,10,9,2,0,1,1,0,0,40,1,0
36,1,183081,11,10,0,0,1,1,0,0,40,1,0
48,1,102938,13,13,0,4,3,0,0,0,40,40,0
30,0,157289,6,7,0,4,1,1,0,0,40,1,0
24,1,359828,13,13,1,1,1,1,0,0,44,1,1
30,1,155659,10,9,2,4,1,0,0,0,36,1,0
24,1,585203,13,13,1,2,1,0,7688,0,45,1,1
62,1,173601,13,13,1,1,1,1,0,0,40,1,0
41,2,214541,10,9,2,0,1,1,0,1590,40,1,0
49,2,163352,12,15,1,1,1,1,0,0,85,1,1
36,2,153976,10,9,1,1,1,1,0,0,50,1,0
47,5,247676,14,14,2,4,1,0,5455,0,45,1,0
49,3,155372,14,14,2,0,1,0,0,0,40,1,0
52,1,329733,11,10,0,0,1,1,0,0,40,1,0
52,1,162576,8,12,1,1,1,1,0,0,40,1,1
26,1,176520,10,9,0,0,1,1,0,0,53,1,0
51,3,226885,10,9,0,0,1,1,0,0,40,1,0
18,1,120781,5,6,0,3,1,1,0,0,20,1,0
30,1,375827,10,9,0,5,1,1,0,0,40,1,0
46,1,205504,10,9,2,0,1,1,0,0,20,1,0
28,1,198813,10,9,0,3,2,0,0,0,40,1,0
48,6,254291,13,13,1,1,1,1,7298,0,50,1,1
62,1,159908,11,10,1,2,1,0,0,0,38,1,1
49,1,40000,13,13,1,1,1,1,4064,0,44,1,0
69,1,102874,10,9,6,0,1,0,0,0,24,1,0
35,1,117381,13,13,0,0,1,1,8614,0,45,1,1
78,1,180239,14,14,6,4,3,1,0,0,40,5,0
61,1,539563,11,10,1,1,1,1,0,0,45,1,1
24,1,261561,13,13,0,0,1,0,0,0,40,1,0
29,1,81057,11,10,0,3,1,0,0,0,40,1,0
36,2,160120,13,13,1,1,0,1,0,0,45,0,0
17,1,41979,5,6,0,3,1,1,0,0,40,1,0
27,1,275110,10,9,1,1,2,1,0,0,80,1,1
64,1,265661,10,9,1,1,1,1,0,0,40,1,0
33,2,193246,10,9,0,0,1,1,0,0,55,20,0
32,1,236543,7,8,1,5,1,1,0,0,40,4,0
19,1,29510,11,10,0,3,1,0,0,0,20,1,0
42,3,105804,6,7,1,1,1,1,0,0,40,1,0
24,1,194604,13,13,0,3,1,0,0,0,15,1,0
23,1,1038553,10,9,0,0,2,1,0,0,45,1,0
51,5,209320,12,15,0,0,1,1,3325,0,40,1,0
31,1,193231,13,13,0,0,1,1,3325,0,60,1,0
44,1,307468,12,15,1,1,1,1,0,0,29,1,1
38,1,255941,14,14,0,0,1,0,10520,0,50,1,1
44,5,107845,8,12,2,0,1,0,0,0,56,1,1
44,2,567788,2,3,1,1,1,1,0,0,40,4,0
38,1,91857,10,9,1,1,1,1,0,0,44,1,0
36,1,732569,4,5,2,4,1,0,0,0,40,1,0
29,1,86613,1,2,0,0,1,1,0,0,20,12,0
46,1,35961,8,12,2,0,1,0,0,0,25,21,0
47,1,114754,10,9,1,1,1,1,0,0,40,1,0
30,1,235124,10,9,1,1,1,1,99999,0,40,1,1
37,5,218490,10,9,1,1,1,1,7688,0,35,1,1
27,1,329426,13,13,0,0,1,1,0,0,45,1,0
43,1,181015,10,9,2,4,1,0,0,0,50,1,0
44,2,264740,12,15,1,1,1,1,0,0,40,1,1
31,1,381153,11,10,0,4,1,1,0,0,60,1,0
34,1,189759,13,13,1,1,1,1,0,1977,45,1,1
39,1,230467,13,13,0,3,1,1,0,1092,40,21,0
36,1,218542,11,10,2,4,1,0,0,0,40,1,0
57,1,298507,13,13,1,1,1,1,3103,0,40,1,1
78,1,111189,3,4,0,0,1,0,0,0,35,8,0
24,1,168997,11,10,1,1,1,1,0,0,40,1,0
39,1,168894,11,10,0,0,1,0,0,0,40,1,0
21,1,149809,8,12,0,3,1,1,0,0,40,1,0
34,1,344073,10,9,4,0,1,1,0,0,40,1,1
22,1,416165,11,10,0,4,1,0,0,0,32,1,0
36,1,41490,11,10,2,4,1,0,0,0,40,1,0
61,1,40269,11,10,1,1,1,1,0,0,40,1,1
67,0,243256,4,5,1,1,1,1,0,0,15,1,0
42,1,250536,11,10,4,4,2,0,0,0,21,24,0
49,4,105586,9,11,1,1,3,1,0,0,40,1,1
58,1,51499,9,11,1,1,1,1,0,0,40,1,0
37,5,189878,11,10,1,1,1,1,0,0,60,1,0
39,1,179481,10,9,0,0,1,1,4650,0,44,1,0
25,1,299765,11,10,4,5,2,0,0,0,40,2,0
45,6,155664,2,3,1,1,1,1,0,0,40,0,1
30,1,54608,13,13,1,1,1,1,0,0,40,1,0
49,0,174702,11,10,0,0,1,1,0,0,35,1,0
36,2,285020,10,9,1,1,1,1,2885,0,40,1,0
23,1,201145,10,9,0,0,1,1,0,0,65,1,0
51,1,125796,11,10,1,2,2,0,0,0,35,2,0
55,1,249072,10,9,1,1,1,1,0,0,60,1,0
35,1,99156,13,13,0,0,1,1,0,0,50,1,0
45,3,94754,14,14,1,1,1,1,0,0,40,3,0
36,1,111128,13,13,1,1,1,1,0,0,48,1,1
32,5,157887,10,9,1,1,1,1,0,0,40,1,0
39,1,74194,10,9,1,1,1,1,0,0,55,1,0
47,6,168191,11,10,1,1,1,1,0,0,40,1,0
49,1,28334,11,10,1,1,1,1,0,0,45,1,1
52,1,84278,11,10,1,1,1,1,7688,0,55,0,1
44,1,721161,11,10,4,0,2,1,0,0,40,1,0
36,1,188069,11,10,1,1,1,1,0,0,50,1,1
40,1,145178,11,10,2,4,2,0,0,0,30,1,0
17,1,52967,5,6,0,3,1,0,0,0,6,1,0
18,1,177578,10,9,0,3,1,0,0,0,38,1,0
30,6,185384,11,10,1,2,1,0,0,0,25,1,0
66,1,66008,10,9,6,0,1,0,0,0,50,19,0
59,1,329059,13,13,0,0,1,1,0,0,50,1,0
30,5,348802,10,9,1,1,2,1,0,0,40,1,0
50,1,34233,10,9,1,1,1,1,0,0,50,1,0
24,1,509629,10,9,0,3,1,0,0,0,25,1,0
28,1,27956,12,15,1,1,3,1,0,0,99,35,0
44,5,83286,14,14,1,2,1,0,0,0,40,1,1
25,1,309098,9,11,0,0,1,1,0,0,40,1,0
45,1,188950,14,14,1,1,1,1,0,0,50,1,1
20,1,224217,10,9,0,0,1,1,0,0,40,1,0
67,1,222899,9,11,2,4,1,0,0,0,40,1,0
40,2,123306,12,15,1,1,1,1,0,0,45,1,1
52,4,279337,10,9,1,1,1,1,0,0,40,1,0
34,1,347166,15,16,0,0,1,1,0,0,50,1,1
37,5,251396,8,12,1,1,1,1,0,0,45,15,1
17,6,143034,5,6,0,3,1,1,0,0,4,1,0
25,1,57635,9,11,1,2,1,0,0,0,42,1,1
35,5,162651,13,13,2,0,1,1,0,0,40,36,0
63,1,28334,14,14,2,0,1,0,0,0,40,1,1
38,5,84570,11,10,0,3,4,0,0,0,40,1,0
33,1,181091,13,13,1,1,1,1,0,0,60,28,1
51,5,117496,14,14,1,2,1,0,0,0,40,1,1
64,3,216160,15,16,1,1,1,1,0,0,50,17,1
50,6,204447,11,10,2,0,1,1,0,0,40,1,0
18,1,374969,5,6,0,0,1,1,0,0,56,1,0
67,1,35015,14,14,0,0,1,1,0,0,99,1,0
46,1,179869,10,9,1,1,1,1,0,0,40,1,0
60,2,137733,13,13,1,1,1,1,0,0,50,1,0
29,1,193125,10,9,0,0,1,0,0,0,40,1,0
30,1,103649,11,10,0,3,2,0,0,0,40,1,0
56,3,54260,15,16,1,0,3,1,2885,0,40,16,0
29,1,197932,10,9,1,2,1,0,0,0,40,4,1
37,1,249720,13,13,0,4,2,0,0,0,27,1,0
55,1,223613,1,2,2,4,1,0,0,0,30,14,0
24,1,259865,10,9,0,0,1,0,0,0,30,1,0
21,1,301694,10,9,0,0,1,1,0,0,35,4,0
46,6,276934,13,13,1,1,1,1,0,0,70,1,1
25,1,395512,7,8,1,5,0,1,0,0,40,4,0
40,1,168071,10,9,0,3,1,1,0,0,28,1,0
23,1,45317,11,10,4,3,1,0,0,0,40,1,0
43,2,311177,11,10,0,0,2,1,0,0,30,1,0
29,2,190636,11,10,1,1,4,1,0,1485,60,1,1
59,1,221336,5,6,6,5,3,0,0,0,40,35,0
18,1,120691,11,10,0,3,2,1,0,0,35,0,0
28,1,107389,10,9,0,3,1,1,0,0,32,1,0
17,1,293440,6,7,0,3,1,0,0,0,15,1,0
53,1,145409,10,9,1,1,1,1,0,0,40,1,1
22,1,213902,2,3,0,5,1,0,0,0,40,12,0
63,1,100099,10,9,3,0,1,1,0,0,40,1,0
32,1,191856,14,14,1,2,1,0,0,0,45,1,1
40,5,233891,10,9,0,4,2,0,0,0,35,1,0
61,2,96073,12,15,1,1,1,1,0,0,50,19,1
